Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O88958	GNPI1_MOUSE	reviewed	Glucosamine-6-phosphate isomerase 1 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 1) (GNPDA 1) (GlcN6P deaminase 1) (Oscillin)	Gnpda1 Gnpi	Mus musculus (Mouse)	289
Q5N163	F16PA_SYNP6	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp syc1767_d	Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)	344
B0Y8K2	CBHB_ASPFC	reviewed	Probable 1,4-beta-D-glucan cellobiohydrolase B (EC 3.2.1.91) (Beta-glucancellobiohydrolase B) (Exocellobiohydrolase B) (Exoglucanase B)	cbhB AFUB_077630	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	532
A1DBP9	AXE1_NEOFI	reviewed	Probable acetylxylan esterase A (EC 3.1.1.72)	axeA aceA NFIA_099230	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	368
P63549	ARAB_STAAM	reviewed	Ribulokinase (EC 2.7.1.16)	araB SAV0552	Staphylococcus aureus (strain Mu50 / ATCC 700699)	545
Q7S0S2	CELAP_NEUCR	reviewed	Cellobionic acid phosphorylase (EC 2.4.1.321) (4-O-beta-D-glucopyranosyl-D-gluconate:phosphate alpha-D-glucosyltransferase)	NCU09425	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	791
Q2TX26	CELB_ASPOR	reviewed	Endo-beta-1,4-glucanase celB (Endoglucanase celB) (EC 3.2.1.4) (Carboxymethylcellulase celB) (Cellulase B)	celB AO090010000314	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	416
Q09770	AGM2_SCHPO	reviewed	Phosphoacetylglucosamine mutase 2 (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase)	SPAC1296.01c SPAC22F3.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	542
Q92PK6	ANMK_RHIME	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK R01738 SMc00527	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	383
B0RIE3	ARAA_CLAMS	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA CMS0133	Clavibacter michiganensis subsp. sepedonicus (strain ATCC 33113 / DSM 20744 / JCM 9667 / LMG 2889 / C-1) (Corynebacterium sepedonicum)	505
P58538	ARAA_ECO57	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA Z0070 ECs0066	Escherichia coli O157:H7	500
B7MNR9	ARAA_ECO81	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA ECED1_0061	Escherichia coli O81 (strain ED1a)	500
Q9GQV3	AMYR_DROJA	reviewed	Alpha-amylase-related protein (EC 3.2.1.1)	Amyrel	Drosophila jambulina (Fruit fly)	494
P30292	AMY_ASPSH	reviewed	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	amy	Aspergillus shirousami	499
Q5WWU5	ANMK_LEGPL	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK lpl1354	Legionella pneumophila (strain Lens)	366
Q688M5	CHI9_ORYSJ	reviewed	Chitinase 9 (EC 3.2.1.14) (Pathogenesis related (PR)-3 chitinase 9)	Cht9 Cht1 Os05g0399400 LOC_Os05g33140 P0605G01.14	Oryza sativa subsp. japonica (Rice)	334
Q164E0	ANMK_ROSDO	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK RD1_3145	Roseobacter denitrificans (strain ATCC 33942 / OCh 114) (Erythrobacter sp. (strain OCh 114)) (Roseobacter denitrificans)	377
Q8LFG1	AMY2_ARATH	reviewed	Probable alpha-amylase 2 (AtAMY2) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	AMY2 At1g76130 T23E18.6	Arabidopsis thaliana (Mouse-ear cress)	413
O93403	CHST3_TETCF	reviewed	Carbohydrate sulfotransferase 3 (EC 2.8.2.17) (Chondroitin 6-O-sulfotransferase 1) (C6ST-1) (Nervous system involved sulfotransferase)	CHST3 NSIST	Tetronarce californica (Pacific electric ray) (Torpedo californica)	441
A8FMK7	GMHA_CAMJ8	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA C8J_1095	Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828)	186
Q26181	CHH_PENVA	reviewed	Crustacean hyperglycemic hormones [Cleaved into: CHH precursor-related peptide (CPRP); Crustacean hyperglycemic hormone (CHH)] (Fragment)		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	80
Q3AUB6	GMHA_CHLCH	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA Cag_0131	Chlorobium chlorochromatii (strain CaD3)	210
Q97EQ4	GMHA_CLOAB	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA CA_C3054	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	196
P9WMV3	GMHBA_MYCTU	reviewed	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.83) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB Rv0114 MTV031.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	190
A5G439	F16PA_GEOUR	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp Gura_2378	Geobacter uraniireducens (strain Rf4) (Geobacter uraniumreducens)	313
B1IPP6	GMHA_ECOLC	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA EcolC_3398	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	192
A6W2V5	F16PA_MARMS	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp Mmwyl1_4138	Marinomonas sp. (strain MWYL1)	319
Q2FM20	F16PA_METHJ	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp Mhun_1206	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	311
P63230	GMHBB_SHIFL	reviewed	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB SF0191 S0193	Shigella flexneri	191
A4FV08	GNPI1_BOVIN	reviewed	Glucosamine-6-phosphate isomerase 1 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 1) (GNPDA 1) (GlcN6P deaminase 1) (Oscillin)	GNPDA1	Bos taurus (Bovine)	289
A5U1E6	GLPX_MYCTA	reviewed	Fructose-1,6-bisphosphatase class 2 (FBPase class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 2)	glpX MRA_1110	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	362
Q8XXI7	F16PA_RALSO	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp1 RSc2126	Ralstonia solanacearum (strain GMI1000) (Pseudomonas solanacearum)	338
P74324	F16PA_SYNY3	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp slr0952	Synechocystis sp. (strain PCC 6803 / Kazusa)	347
Q9FFA1	GOLS5_ARATH	reviewed	Galactinol synthase 5 (AtGolS5) (GolS-5) (EC 2.4.1.123)	GOLS5 At5g23790 MRO11.17	Arabidopsis thaliana (Mouse-ear cress)	333
B4SR24	F16PA_STRM5	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp Smal_0020	Stenotrophomonas maltophilia (strain R551-3)	338
Q5BA18	BGLK_EMENI	reviewed	Probable beta-glucosidase K (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase K) (Cellobiase K) (Gentiobiase K)	bglK AN2612	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	838
G4MM92	CEL6A_MAGO7	reviewed	1,4-beta-D-glucan cellobiohydrolase CEL6A (EC 3.2.1.91) (Beta-glucancellobiohydrolase CEL6A) (Exocellobiohydrolase CEL6A) (Exoglucanase CEL6A)	cel6A MGG_05520	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)	487
A7LXT3	BGH9A_BACO1	reviewed	Xyloglucan-specific endo-beta-1,4-glucanase BoGH9A (EC 3.2.1.151) (Glycosyl hydrolase family protein 9A) (BoGH9A)	BACOVA_02649	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153)	587
A1CG87	CELB_ASPCL	reviewed	Probable endo-beta-1,4-glucanase celB (Endoglucanase celB) (EC 3.2.1.4) (Carboxymethylcellulase celB) (Cellulase B)	celB ACLA_066030	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	418
Q1C7J2	ARAB_YERPA	reviewed	Ribulokinase (EC 2.7.1.16)	araB YPA_1614	Yersinia pestis bv. Antiqua (strain Antiqua)	567
B3PC73	AGUA_CELJU	reviewed	Extracellular xylan exo-alpha-(1->2)-glucuronosidase (EC 3.2.1.131) (Alpha-glucuronidase)	gla67A glcA67A CJA_2887	Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)	732
G4MMH2	ABFB_MAGO7	reviewed	Alpha-L-arabinofuranosidase B (EC 3.2.1.55) (Alpha-N-arabinofuranosidase B)	abfB MGG_06843	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)	486
Q03XW2	ARAA_LEUMM	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA LEUM_0852	Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / NCDO 523)	474
Q5AQZ4	AGUA_EMENI	reviewed	Alpha-glucuronidase A (EC 3.2.1.139) (Alpha-glucosiduronase A)	aguA AN9286	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	847
B0XZW5	ABNA_ASPFC	reviewed	Probable arabinan endo-1,5-alpha-L-arabinosidase A (EC 3.2.1.99) (Endo-1,5-alpha-L-arabinanase A) (ABN A)	abnA AFUB_034610	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	321
B8NDL1	ABNA_ASPFN	reviewed	Probable arabinan endo-1,5-alpha-L-arabinosidase A (EC 3.2.1.99) (Endo-1,5-alpha-L-arabinanase A) (ABN A)	abnA AFLA_059500	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	319
Q0CS14	ABNA_ASPTN	reviewed	Probable arabinan endo-1,5-alpha-L-arabinosidase A (EC 3.2.1.99) (Endo-1,5-alpha-L-arabinanase A) (ABN A)	abnA ATEG_03520	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	338
B5FI45	ARAA_SALDC	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA SeD_A0106	Salmonella dublin (strain CT_02021853)	500
B4TJ59	ARAA_SALHS	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA SeHA_C0108	Salmonella heidelberg (strain SL476)	500
Q4W930	ABNC_ASPFU	reviewed	Probable arabinan endo-1,5-alpha-L-arabinosidase C (EC 3.2.1.99) (Endo-1,5-alpha-L-arabinanase C) (ABN C)	abnC AFUA_6G00770	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	321
B7LVT4	ARAB_ESCF3	reviewed	Ribulokinase (EC 2.7.1.16)	araB EFER_0072	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	566
B1IXL9	6PGL_ECOLC	reviewed	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	pgl EcolC_2895	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	331
A1A909	6PGL_ECOK1	reviewed	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	pgl Ecok1_06550 APECO1_1322	Escherichia coli O1:K1 / APEC	331
B7NA10	6PGL_ECOLU	reviewed	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	pgl ECUMN_0852	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	331
Q2KU87	GMHA_BORA1	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA BAV3163	Bordetella avium (strain 197N)	197
Q63QW9	ANMK_BURPS	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK BPSL2905	Burkholderia pseudomallei (strain K96243)	387
A4JBK7	ANMK_BURVG	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK Bcep1808_0648	Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808))	382
Q9EWI9	ANMK_STRCO	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK SCO7595 SC7H9.07c	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	391
O64407	AMYB_VIGUN	reviewed	Beta-amylase (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase)	BMY1	Vigna unguiculata (Cowpea)	496
P30271	AMYB_SECCE	reviewed	Beta-amylase (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Fragment)	BMY1	Secale cereale (Rye)	222
A0P8X0	AAMY_BACCI	reviewed	Alpha-amylase (EC 3.2.1.1)	igtZ	Bacillus circulans	1290
Q1LRC5	ANMK_CUPMC	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK Rmet_0415	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans)	380
P29760	AMYI_YEASX	reviewed	Glucoamylase S2 (EC 3.2.1.3) (1,4-alpha-D-glucan glucohydrolase) (GAII) (Glucan 1,4-alpha-glucosidase)	STA2 DEX1	Saccharomyces cerevisiae (Baker's yeast)	768
Q6HIP4	ANMK_BACHK	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK BT9727_2256	Bacillus thuringiensis subsp. konkukian (strain 97-27)	382
Q72YJ4	GLGC_BACC1	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC BCE_5027	Bacillus cereus (strain ATCC 10987 / NRS 248)	376
P30522	GLGC_BACCL	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase) (Fragment)	glgC	Bacillus caldolyticus	250
Q03HS1	F16PC_PEDPA	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp PEPE_0144	Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w)	638
Q6GDS9	F16PC_STAAR	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp SAR2596	Staphylococcus aureus (strain MRSA252)	654
Q3AXK3	FBSB_SYNS9	reviewed	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase (FBPase class 2/SBPase) (EC 3.1.3.11) (EC 3.1.3.37)	Syncc9902_1229	Synechococcus sp. (strain CC9902)	334
B1LI91	GLGC_ECOSM	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC EcSMS35_3712	Escherichia coli (strain SMS-3-5 / SECEC)	431
Q0BN65	GLGC_FRATO	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC FTH_0483	Francisella tularensis subsp. holarctica (strain OSU18)	423
C5G6D7	CABC2_BACT4	reviewed	Chondroitin sulfate ABC exolyase (EC 4.2.2.21) (Chondroitin ABC exoeliminase) (Chondroitin ABC lyase II) (Chondroitin sulfate ABC lyase II) (ChS ABC lyase II) (Chondroitinase ABC II) (cABC II) (Exochondroitinase ABC)	chonabc	Bacteroides thetaiotaomicron	1014
P16084	BGLS_BUTFI	reviewed	Beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	bglA	Butyrivibrio fibrisolvens	830
Q9SUN3	ARAE3_ARATH	reviewed	Probable UDP-arabinose 4-epimerase 3 (EC 5.1.3.5) (UDP-D-xylose 4-epimerase 3)	At4g20460 F9F13.110	Arabidopsis thaliana (Mouse-ear cress)	411
B5YZ98	ARAA_ECO5E	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA ECH74115_0067	Escherichia coli O157:H7 (strain EC4115 / EHEC)	500
Q53TZ2	ARAA_AZOBR	reviewed	L-arabinose 1-dehydrogenase (NAD(P)(+)) (EC 1.1.1.376) (D-galactose 1-dehydrogenase) (EC 1.1.1.120) (EC 1.1.1.48)	araA	Azospirillum brasilense	309
B1JSS6	6PGL_YERPY	reviewed	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	pgl YPK_2933	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	334
Q9PGY0	ANMK_XYLFA	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK XF_0166	Xylella fastidiosa (strain 9a5c)	381
P69328	AMYG_ASPNG	reviewed	Glucoamylase (EC 3.2.1.3) (1,4-alpha-D-glucan glucohydrolase) (Glucan 1,4-alpha-glucosidase)	GLAA	Aspergillus niger	640
Q8Z8A2	6PGL_SALTI	reviewed	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	pgl STY0818 t2102	Salmonella typhi	331
Q8XE10	CHBG_ECO57	reviewed	Chitooligosaccharide deacetylase (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase)	chbG Z2763 ECs2439	Escherichia coli O157:H7	252
P83053	AMYP_STRCA	reviewed	Pancreatic alpha-amylase (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)		Struthio camelus (Common ostrich)	497
Q0TH97	CHBG_ECOL5	reviewed	Chitooligosaccharide deacetylase (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase)	chbG ECP_1679	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	252
A9MAU6	ANMK_BRUC2	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK BCAN_A0938	Brucella canis (strain ATCC 23365 / NCTC 10854)	373
P27350	AMY_STRTL	reviewed	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	amy	Streptomyces thermoviolaceus	460
Q6LRE4	ANMK_PHOPR	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK PBPRA1725	Photobacterium profundum (strain SS9)	375
P29024	CHIA_PHAAN	reviewed	Acidic endochitinase (EC 3.2.1.14)		Phaseolus angularis (Azuki bean) (Vigna angularis)	298
Q7VEB3	ANMK_PROMA	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK Pro_0100	Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)	377
A1CC12	AGUA_ASPCL	reviewed	Probable alpha-glucuronidase A (EC 3.2.1.139) (Alpha-glucosiduronase A)	aguA ACLA_017270	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	840
P0A605	GMHA_MYCBO	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA lpcA BQ2027_MB0117	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	196
Q6HC16	GLGC_BACHK	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC BT9727_4598	Bacillus thuringiensis subsp. konkukian (strain 97-27)	376
Q0WBC9	F16PA_YERPE	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp YPO3520 y0664 YP_0563	Yersinia pestis	337
Q45597	F16PC_BACSU	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp yydE BSU40190	Bacillus subtilis (strain 168)	641
Q3MBJ4	GLGC_ANAVT	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC Ava_2020	Anabaena variabilis (strain ATCC 29413 / PCC 7937)	429
B2TR25	GLGC_CLOBB	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC CLL_A3413	Clostridium botulinum (strain Eklund 17B / Type B)	386
Q9L385	GLGC_CLOCE	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC Ccel_3401	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	426
A0Q3I7	GLGC_CLONN	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC NT01CX_0723	Clostridium novyi (strain NT)	382
A6L4C6	F16PC_BACV8	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp BVU_2901	Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154)	666
Q8XP97	GLGC_CLOPE	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC CPE0068	Clostridium perfringens (strain 13 / Type A)	393
P44094	DEND_HAEIN	reviewed	D-erythronate dehydrogenase (EC 1.1.1.410)	denD HI_1014	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315
A7ZAK3	F16PC_BACVZ	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp RBAM_037000	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	641
C1FSJ4	F16PC_CLOBJ	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp CLM_0607	Clostridium botulinum (strain Kyoto / Type A2)	668
A1CMH6	BGLE_ASPCL	reviewed	Probable beta-glucosidase E (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase E) (Cellobiase E) (Gentiobiase E)	bglE ACLA_096980	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	1050
P40740	BGLH_BACSU	reviewed	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.86) (6-phospho-beta-glucosidase)	bglH BSU39260 N17D	Bacillus subtilis (strain 168)	469
Q0CMF3	BGALB_ASPTN	reviewed	Probable beta-galactosidase B (EC 3.2.1.23) (Lactase B)	lacB ATEG_05131	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	1022
P32719	ALSE_ECOLI	reviewed	D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)	alsE yjcU b4085 JW4046	Escherichia coli (strain K12)	231
A1CCL9	BXLB_ASPCL	reviewed	Probable exo-1,4-beta-xylosidase bxlB (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase bxlB) (Beta-xylosidase bxlB) (Xylobiase bxlB)	bxlB ACLA_062400	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	771
Q8NJP6	AXE1_TALPU	reviewed	Acetylxylan esterase A (EC 3.1.1.72) (AXE I) (Acetylxylan esterase 1)	axeA aceA axe-1 axeI	Talaromyces purpureogenus (Soft rot fungus) (Penicillium purpureogenum)	382
D5EXZ4	AXFA_PRER2	reviewed	Carbohydrate acetyl esterase/feruloyl esterase [Includes: Carbohydrate acetyl esterase (EC 3.1.1.-); Feruloyl esterase (EC 3.1.1.73) (Ferulic acid esterase)]	axe1-6A PRU_2707	Prevotella ruminicola (strain ATCC 19189 / JCM 8958 / 23)	671
Q2FJ88	ARAB_STAA3	reviewed	Ribulokinase (EC 2.7.1.16)	araB SAUSA300_0537	Staphylococcus aureus (strain USA300)	545
Q5HIC3	ARAB_STAAC	reviewed	Ribulokinase (EC 2.7.1.16)	araB SACOL0598	Staphylococcus aureus (strain COL)	545
O67791	BSUHB_AQUAE	reviewed	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase (FBPase/IMPase) (EC 3.1.3.11) (EC 3.1.3.25) (Inositol-1-phosphatase) (I-1-Pase)	suhB imp2 aq_1983	Aquifex aeolicus (strain VF5)	264
P29090	BGL3_ASPWE	reviewed	Beta-glucosidase A-3 (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase) (Fragment)		Aspergillus wentii	63
A4W6G6	ARAA_ENT38	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA Ent638_0609	Enterobacter sp. (strain 638)	500
