Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q7N3Q7	ARNA_PHOLL	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA plu2658	Photorhabdus luminescens subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01)	660
Q3KCC1	ARNA_PSEPF	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA Pfl01_2843	Pseudomonas fluorescens (strain Pf0-1)	668
B5BCP6	ARNA_SALPK	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SSPA0528	Salmonella paratyphi A (strain AKU_12601)	660
Q9HWC1	COAX_PSEAE	reviewed	Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)	coaX coaA PA4279	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	248
B4TPI2	ARNA_SALSV	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SeSA_A2527	Salmonella schwarzengrund (strain CVM19633)	660
P0A1V8	BLO2_SALTM	reviewed	Beta-lactamase OXA-2 (EC 3.5.2.6) (Penicillinase)	bla oxa2	Salmonella typhimurium	275
Q51429	BLO3_PSEAI	reviewed	Beta-lactamase OXA-3 (EC 3.5.2.6) (Penicillinase)	bla oxa3	Pseudomonas aeruginosa	275
P23954	BLO2_KLEOX	reviewed	Beta-lactamase OXY-2 (EC 3.5.2.6) (Penicillinase)	bla	Klebsiella oxytoca	290
P35695	BLO7_ECOLX	reviewed	Beta-lactamase OXA-7 (EC 3.5.2.6)	bla oxa7	Escherichia coli	266
Q83QT8	ARNA_SHIFL	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SF2334 S2467	Shigella flexneri	660
Q2NRV7	ARNA_SODGM	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA SG1843	Sodalis glossinidius (strain morsitans)	660
P16897	BLP4_PSEAI	reviewed	Beta-lactamase PSE-4 (EC 3.5.2.6) (Beta-lactamase CARB-1) (Carbenicillinase 1)	pse4 carB1	Pseudomonas aeruginosa	288
A1ADA5	ARNB_ECOK1	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB Ecok1_21510 APECO1_4308	Escherichia coli O1:K1 / APEC	379
Q6D2E9	ARNB_PECAS	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB ECA3146	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	382
A9KNK1	UPPP_LACP7	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Cphy_2758	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans)	273
P57170	UPPP_BUCAI	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk BU062	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) (Acyrthosiphon pisum symbiotic bacterium)	265
P62461	UPPP1_BACC1	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 bacA1 upk1 BCE_0750	Bacillus cereus (strain ATCC 10987 / NRS 248)	270
A2RCI8	UPPP_STRPG	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA SpyM50217	Streptococcus pyogenes serotype M5 (strain Manfredo)	279
P60934	UPPP_STRPN	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk SP_0457	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	281
A5F9D4	UPPP_VIBC3	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP VC0395_A0054 VC395_0543	Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)	267
Q8ZI65	UPPP_YERPE	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk YPO0649 y3530 YP_2964	Yersinia pestis	272
Q1GCR3	UPPP_RUEST	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP TM1040_2821	Ruegeria sp. (strain TM1040) (Silicibacter sp.)	267
A4FFN9	UPPP_SACEN	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA SACE_3590	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	273
Q8NXQ4	UPPP_STAAW	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk MW0645	Staphylococcus aureus (strain MW2)	291
Q1JNH1	UPPP_STRPC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA MGAS9429_Spy0240	Streptococcus pyogenes serotype M12 (strain MGAS9429)	279
A3CQ79	UPPP_STRSV	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA SSA_1959	Streptococcus sanguinis (strain SK36)	280
A4FF33	VGB_SACEN	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb SACE_3383	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	300
P23054	TCRB_BACSU	reviewed	Tetracycline resistance protein	tetB tet BSU40770	Bacillus subtilis (strain 168)	458
P43458	YMCR_STRLA	reviewed	Uncharacterized HTH-type transcriptional regulator in mcrB 3'region		Streptomyces lavendulae	281
B4SRU3	UPPP_STRM5	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Smal_0108	Stenotrophomonas maltophilia (strain R551-3)	264
Q5XDV8	UPPP_STRP6	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP M6_Spy0270	Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)	279
B1I9P6	UPPP_STRPI	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SPH_0565	Streptococcus pneumoniae (strain Hungary19A-6)	281
Q06239	VANR_ENTFC	reviewed	Regulatory protein VanR	vanR	Enterococcus faecium (Streptococcus faecium)	231
Q21C73	UPPP_RHOPB	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP RPC_0438	Rhodopseudomonas palustris (strain BisB18)	268
A1AW91	UPPP_RUTMC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Rmag_0439	Ruthia magnifica subsp. Calyptogena magnifica	266
C0PYX8	UPPP_SALPC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SPC_3281	Salmonella paratyphi C (strain RKS4594)	273
A8GJU8	UPPP_SERP5	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Spro_4294	Serratia proteamaculans (strain 568)	274
A3D1Q8	UPPP_SHEB5	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Sbal_1152	Shewanella baltica (strain OS155 / ATCC BAA-1091)	266
Q8E260	UPPP_STRA5	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk SAG0138	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	279
C0MG10	UPPP_STRS7	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SZO_02660	Streptococcus equi subsp. zooepidemicus (strain H70)	279
A1T6B0	VGB_MYCVP	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb Mvan_1889	Mycobacterium vanbaalenii (strain DSM 7251 / PYR-1)	290
A0LSX9	UPPP_ACIC1	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Acel_0766	Acidothermus cellulolyticus (strain ATCC 43068 / 11B)	276
B3WCK5	UPPP_LACCB	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP LCABL_10200	Lactobacillus casei (strain BL23)	272
B2RZW9	UPPP_BORHD	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BH0258	Borrelia hermsii (strain HS1 / DAH)	264
B9MKR9	UPPP_CALBD	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Athe_1834	Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320) (Anaerocellum thermophilum)	265
A1UHV6	UPPP_MYCSK	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Mkms_3220	Mycobacterium sp. (strain KMS)	276
B8ZRD4	UPPP_MYCLB	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP MLBr01297	Mycobacterium leprae (strain Br4923)	282
Q8XL56	UPPP_CLOPE	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk CPE1186	Clostridium perfringens (strain 13 / Type A)	304
Q831R1	UPPP1_ENTFA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk EF_2439	Enterococcus faecalis (strain ATCC 700802 / V583)	276
Q98DM7	UPPP1_RHILO	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 bacA1 upk1 mll4634	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	268
Q8CXK0	UPPP_OCEIH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk OB1199	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	275
B5F6A1	UPPP_SALA4	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SeAg_B3391	Salmonella agona (strain SL483)	273
P67392	UPPP_STRP1	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk SPy_0280 M5005_Spy0238	Streptococcus pyogenes serotype M1	279
Q7WCA6	VGB_BORPA	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb BPP0421	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	299
Q99SZ7	VRAS_STAAN	reviewed	Sensor protein VraS (EC 2.7.13.3)	vraS SA1701	Staphylococcus aureus (strain N315)	347
P67385	UPPP_BRUSU	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk BRA1042 BS1330_II1034	Brucella suis biovar 1 (strain 1330)	268
Q8F397	UPPP_LEPIN	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk LA_2511	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	277
Q6FEB4	UPPP1_ACIAD	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 ACIAD0678	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	274
P60939	UPPP_MYCPA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk MAP_1575c	Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10)	305
A5U4G2	UPPP_MYCTA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP MRA_2150	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	276
O32003	YOKD_BACSU	reviewed	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD (EC 2.3.1.-)	yokD BSU21630	Bacillus subtilis (strain 168)	272
A9VQJ9	VGB_BACWK	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb BcerKBAB4_1749	Bacillus weihenstephanensis (strain KBAB4)	296
B0VS31	UPPP_ACIBS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP ABSDF0696	Acinetobacter baumannii (strain SDF)	272
A4G8J0	UPPP_HERAR	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA HEAR2705	Herminiimonas arsenicoxydans	277
P33941	YOJI_ECOLI	reviewed	ABC transporter ATP-binding/permease protein YojI	yojI yojJ b2211 JW2199	Escherichia coli (strain K12)	547
A6TZG1	UPPP_STAA2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SaurJH1_0723	Staphylococcus aureus (strain JH1)	291
Q57JQ4	UPPP_SALCH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA SCH_3152	Salmonella choleraesuis (strain SC-B67)	273
C1CPW6	UPPP_STRZT	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SPT_0495	Streptococcus pneumoniae (strain Taiwan19F-14)	281
P60941	UPPP_TREDE	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk TDE_0172	Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222)	269
A0LG71	UPPP_SYNFM	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Sfum_0725	Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB)	281
P26839	VATA_STAAU	reviewed	Virginiamycin A acetyltransferase (EC 2.3.1.-)	vat	Staphylococcus aureus	219
Q47748	VANH_ENTFA	reviewed	D-specific alpha-keto acid dehydrogenase (EC 1.1.1.-) (Vancomycin B-type resistance protein VanHB)	vanHB EF_2295	Enterococcus faecalis (strain ATCC 700802 / V583)	323
Q93A44	VANTE_ENTFL	reviewed	Amino-acid racemase (EC 5.1.1.-) (Vancomycin E-type resistance protein VanT)	vanTE	Enterococcus faecalis (Streptococcus faecalis)	702
Q83HQ7	UPPP_TROW8	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk TW457	Tropheryma whipplei (strain TW08/27) (Whipple's bacillus)	279
Q83GH4	UPPP_TROWT	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk TWT_315	Tropheryma whipplei (strain Twist) (Whipple's bacillus)	279
Q8PDZ9	UPPP_XANCP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk XCC0184	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)	263
B2K2I0	UPPP_YERPB	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP YPTS_3556	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	272
A7MWQ3	UPPP_VIBCB	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP VIBHAR_00857	Vibrio campbellii (strain ATCC BAA-1116 / BB120)	267
A6LZF4	VGB_CLOB8	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb Cbei_3614	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)	295
C5BRP6	UPPP_TERTT	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP TERTU_1199	Teredinibacter turnerae (strain ATCC 39867 / T7901)	264
P06992	RSMA_ECOLI	reviewed	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA b0051 JW0050	Escherichia coli (strain K12)	273
P75575	RL22_MYCPN	reviewed	50S ribosomal protein L22	rplV MPN_170 MP661	Mycoplasma pneumoniae (strain ATCC 29342 / M129)	159
Q9XAK7	VANL_STRCO	reviewed	Putative D-alanine--D-lactate ligase (EC 6.3.2.-) (Vancomycin resistance-like protein)	SCO3595 SC66T3.06	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	346
P64784	TAP_MYCBO	reviewed	Multidrug efflux pump Tap	tap BQ2027_MB1288C	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	419
P62462	UPPP2_BACC1	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 bacA2 upk2 BCE_1502	Bacillus cereus (strain ATCC 10987 / NRS 248)	263
Q2Y6P3	UPPP_NITMU	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Nmul_A2286	Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71)	273
C5CGT6	UPPP_KOSOT	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Kole_1924	Kosmotoga olearia (strain ATCC BAA-1733 / DSM 21960 / TBF 19.5.1)	262
Q2YJP6	UPPP_BRUA2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BAB2_1003	Brucella abortus (strain 2308)	268
Q04SA1	UPPP_LEPBJ	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA LBJ_1664	Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197)	280
Q11WJ0	UPPP_CYTH3	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA CHU_0949	Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469)	263
Q8DEG8	UPPP_VIBVU	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk VV1_0623	Vibrio vulnificus (strain CMCP6)	267
P61182	RL22_STRPN	reviewed	50S ribosomal protein L22	rplV SP_0214	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	114
Q1JIM0	UPPP_STRPD	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA MGAS10270_Spy0238	Streptococcus pyogenes serotype M2 (strain MGAS10270)	279
Q2JXZ9	UPPP_SYNJA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP CYA_0087	Synechococcus sp. (strain JA-3-3Ab) (Cyanobacteria bacterium Yellowstone A-Prime)	276
B5YID8	UPPP_THEYD	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP THEYE_A1979	Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)	257
Q5YWV1	VGB_NOCFA	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb NFA_24930	Nocardia farcinica (strain IFM 10152)	279
Q7WQB0	VGB_BORBR	reviewed	Virginiamycin B lyase (EC 4.2.99.-) (Streptogramin B lyase)	vgb BB0423	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	299
Q2LXE8	UPPP_SYNAS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SYNAS_28830 SYN_02394	Syntrophus aciditrophicus (strain SB)	343
A5GNW2	UPPP_SYNPW	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SynWH7803_2201	Synechococcus sp. (strain WH7803)	286
Q0AXH9	UPPP_SYNWW	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Swol_1266	Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen)	260
A5IIP0	UPPP_THEP1	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Tpet_0034	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995)	237
P14511	S3AD_SHIFL	reviewed	Streptomycin 3''-adenylyltransferase (SP-R) (EC 2.7.7.47)		Shigella flexneri	269
A0KZT4	UPPP_SHESA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Shewana3_3079	Shewanella sp. (strain ANA-3)	266
C0M8J5	UPPP_STRE4	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SEQ_1933	Streptococcus equi subsp. equi (strain 4047)	279
